iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniciativasOriginadas,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,descricao,reuniao,tipoReuniao,PS,PSD,BE,PCP,CDS-PP,PAN,PEV,CH,Cristina Rodrigues (Ninsc),Joacine Katar Moreira (Ninsc),IL,data,iniAnexos,unanime,iniTextoSubstCampo,iniObs,L,publicacao,ausencias,peticoes,iniciativasOrigem,ano,leg
40,85368,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,Reforço dos cuidados de assistência na gravidez e no parto,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a5a6a597a63794e3245745a6d51304d5330304d6a677a4c5467315a4449744d6a49774e5451354e44466c4e7a49354c6d527659773d3d&fich=76cc727a-fd41-4283-85d2-22054941e729.doc&Inline=true,,"
      ","
      ","
      ",44043,PEV,Votação na generalidade,G,Grupos Parlamentares,PEV,7424,Comissão de Saúde,N,Rejeitado,,7,RP,Contra,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,,Abstenção,2019-11-15,,,,,A Favor,,,"
      ",,2019,l14
34,85425,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,"Recomenda ao Governo que actualize a listagem de materiais que contêm amianto nos edifícios, instalações e equipamentos onde se prestam serviços públicos",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a4d344d7a6c684f4759744d5463314e4330304f5449324c54686c4f474d744d3251325a575179596a55324d6a51784c6d527659773d3d&fich=73839a8f-1754-4926-8e8c-3d6ed2b56241.doc&Inline=true,,"
      ","
      ","
      ",44033,PAN,Votação Deliberação,G,Grupos Parlamentares,PAN,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,Ponto 3,10,RP,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,,,A Favor,2019-11-22,,,,,A Favor,,,,,2019,l14
34,85423,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,"Recomenda ao Governo que actualize a listagem de materiais que contêm amianto nos edifícios, instalações e equipamentos onde se prestam serviços públicos",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a4d344d7a6c684f4759744d5463314e4330304f5449324c54686c4f474d744d3251325a575179596a55324d6a51784c6d527659773d3d&fich=73839a8f-1754-4926-8e8c-3d6ed2b56241.doc&Inline=true,,"
      ","
      ","
      ",44033,PAN,Votação Deliberação,G,Grupos Parlamentares,PAN,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,Ponto 1,10,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,,,A Favor,2019-11-22,,,,,A Favor,,,,,2019,l14
34,85424,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,"Recomenda ao Governo que actualize a listagem de materiais que contêm amianto nos edifícios, instalações e equipamentos onde se prestam serviços públicos",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a4d344d7a6c684f4759744d5463314e4330304f5449324c54686c4f474d744d3251325a575179596a55324d6a51784c6d527659773d3d&fich=73839a8f-1754-4926-8e8c-3d6ed2b56241.doc&Inline=true,,"
      ","
      ","
      ",44033,PAN,Votação Deliberação,G,Grupos Parlamentares,PAN,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,Ponto 2,10,RP,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,,,Abstenção,2019-11-22,,,,,A Favor,,,,,2019,l14
4,85469,I,D,Projeto de Deliberação,XIV,1,2019-10-25,2020-09-14,Composição das Delegações da Assembleia da República às Organizações Parlamentares Internacionais na XIV Legislatura,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f4745344d4452685a6a49744e6a49315a4330304d7a5a6d4c5468684d4759745a6d5179595452694d54517a4f4452684c6d527659773d3d&fich=8a804af2-625d-436f-8a0f-fd2a4b14384a.doc&Inline=true,,"
      ","
      ","
      ",44209,,Votação Deliberação,R,PAR,PAR,,,,Aprovado,,13,RP,A Favor,A Favor,A Favor,Abstenção,A Favor,Abstenção,Abstenção,Abstenção,,,Abstenção,2019-11-29,,,,,A Favor,,,,,2019,l14
56,85468,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,Publicação da portaria para reconhecimento de especialistas em física médica,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d3251314f5749334f4459744d54426c597930304f575a6b4c5468694e544d745a6a68684e4455354f574a6d5a6a5a684c6d52765933673d&fich=3d59b786-10ec-49fd-8b53-f8a4599bff6a.docx&Inline=true,,"
      ","
      ","
      ",44079,BE,Votação Deliberação,G,Grupos Parlamentares,BE,7424,Comissão de Saúde,N,Aprovado,,13,RP,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,,,A Favor,2019-11-29,,,,,A Favor,,,,,2019,l14
29,85500,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Redução da taxa de IRC (Procede à alteração do Código do Imposto sobre o Rendimento das Pessoas Coletivas, aprovado pelo Decreto-Lei n.º 442-B/88, de 30 de novembro).",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d57593559324d304d6d45744d5442685a4330304e54566d4c57497a5a6d5974595455304e4755324f54566a595459314c6d527659773d3d&fich=1f9cc42a-10ad-455f-b3ff-a544e695ca65.doc&Inline=true,,"
      ","
      ","
      ",43986,CDS-PP,Baixa comissão distribuição inicial generalidade,G,Grupos Parlamentares,CDS-PP,7344,Comissão de Orçamento e Finanças,S,Aprovado,,6,,A Favor,A Favor,A Favor,A Favor,A Favor,Ausência,,Ausência,,,A Favor,2019-12-11,"
      ",unanime,,,,,PAN,,,2019,l14
122,85604,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Remoção e erradicação de amianto em edifícios, instalações e equipamentos",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f54413559574532596a63745a5467304d4330304e574d344c546b354e5467745a6d4669593251794f545133596a55794c6d527659773d3d&fich=909aa6b7-e840-45c8-9958-fabcd2947b52.doc&Inline=true,,"
      ","
      ","
      ",44192,PCP,Votação na generalidade,G,Grupos Parlamentares,PCP,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Rejeitado,,17,RP,Contra,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,,,A Favor,2019-12-12,"
      ",,,,A Favor,,,,,2019,l14
107,85554,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,Recomenda ao Governo que estude e desenvolva condições para o aumento das deduções dos encargos com os transportes para os contribuintes residentes em territórios do interior.,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576593251304e325a694d4745744f574e6b596930304d3245314c546b345a4445744d474d355a4459354d574e6d593249324c6d527659773d3d&fich=cd47fb0a-9cdb-43a5-98d1-0c9d691cfcb6.doc&Inline=true,,"
      ","
      ","
      ",44183,CDS-PP,Votação na generalidade,G,Grupos Parlamentares,CDS-PP,7344,Comissão de Orçamento e Finanças,S,Rejeitado,,17,RP,Contra,Abstenção,Contra,Contra,A Favor,Abstenção,Contra,A Favor,,,Abstenção,2019-12-12,,,,,Contra,,,,,2019,l14
3,85555,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Altera a Lei da Nacionalidade e o Regulamento Emolumentar dos Registos e Notariado (9.ª alteração à Lei n.º 37/81, de 3 de outubro e 34.ª alteração ao Decreto-Lei n.º 322-a/2001, de 14 de dezembro)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e6a41324e446334596a51745a47526a4f4330305a546b314c5467304d3249745a4756685a444932597a45304d4459304c6d527659773d3d&fich=606478b4-ddc8-4e95-843b-dead26c14064.doc&Inline=true,,"
      ","
      ","
      ",43946,BE,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,BE,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Aprovado,"Requerimento, apresentado pelo BE solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, sem votação, por 90 dias, do Projeto de Lei n.º 3/XIV/1.ª (BE)",17,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,,A Favor,2019-12-12,"
      ",unanime,,,A Favor,,,,,2019,l14
115,85603,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Determina a remoção de produtos que contêm fibras de amianto ainda presentes em edifícios, instalações e equipamentos",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6a6333595455315a544974595759774d43303059574d7a4c574977593255744d3249354d6d4d7a4d574530597a55304c6d527659773d3d&fich=f77a55e2-af00-4ac3-b0ce-3b92c31a4c54.doc&Inline=true,,"
      ","
      ","
      ",44175,PAN,Votação na generalidade,G,Grupos Parlamentares,PAN,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Rejeitado,,17,RP,Contra,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,,Abstenção,2019-12-12,"
      ",,,,A Favor,,,,,2019,l14
109,85611,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,Recomenda ao Governo a continuidade de medidas com vista à eliminação dos constrangimentos que ainda existem no processamento de pensões,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5467305a5751354f5449744d4752694d7930305a444d324c5749354d574d7459544e6c5a546b304e6d5178596d5a684c6d527659773d3d&fich=584ed992-0db3-4d36-b91c-a3ee946d1bfa.doc&Inline=true,,"
      ","
      ","
      ",44185,PS,Votação na generalidade,G,Grupos Parlamentares,PS,7444,Comissão de Trabalho e Segurança Social,S,Aprovado,,17,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,,,A Favor,2019-12-12,,,,,A Favor,,,,,2019,l14
110,85607,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,"Recomenda ao Governo que promova, no âmbito da estratégia a apresentar à União Europeia com referência ao próximo quadro financeiro plurianual, a introdução de uma linha que torne elegíveis as operações de remoção de amianto em edifícios públicos",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f544d7a4d7a497a5a6a637459544d314e5330304e546b304c54677a4d5463744d3256684d5751795a546c6b4e5449344c6d527659773d3d&fich=933323f7-a355-4594-8317-3ea1d2e9d528.doc&Inline=true,,"
      ","
      ","
      ",44186,PS,Votação na generalidade,G,Grupos Parlamentares,PS,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,,17,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Contra,,,Abstenção,2019-12-12,,,,,A Favor,,,,,2019,l14
111,85619,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,Pelo reconhecimento e qualificação do pessoal de apoio educativo da escola pública,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f544a6a4e7a686b5a6d51744d6a4531597930304e32466a4c5745354e7a59744d7a63795a6a4a6d4d4449324f544e6c4c6d527659773d3d&fich=92c78dfd-215c-47ac-a976-372f2f02693e.doc&Inline=true,,"
      ","
      ","
      ",44189,PAN,Votação na generalidade,G,Grupos Parlamentares,PAN,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Rejeitado,,17,RP,Contra,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,,Abstenção,2019-12-12,,,,,A Favor,,,,,2019,l14
112,85625,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,Assegura a autonomia das instituições do Serviço Nacional de Saúde na contratação de recursos humanos,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6a566c4f57566b4f4455745a6d49785a4330305a6a426a4c57497a4d4759744d54637a4e6a68694e7a5133596a646d4c6d527659773d3d&fich=f5e9ed85-fb1d-4f0c-b30f-17368b747b7f.doc&Inline=true,,"
      ","
      ","
      ",44190,PAN,Votação na generalidade,G,Grupos Parlamentares,PAN,7424,Comissão de Saúde,S,Aprovado,,17,RP,Contra,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,,,Abstenção,2019-12-12,,,,,A Favor,,,,,2019,l14
113,85600,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,"Recomenda ao Governo que proceda ao levantamento atualizado e transversal de matérias a prever na criação do Estatuto dos Antigos Combatentes, com vista ao desenvolvimento de novo regime jurídico próprio que atenda à sua especificidade e necessidades",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a5749304e5451304f5441744d3252694e5330304d5442694c5749355a5441744d5759344d4445354d54517a5a444d314c6d527659773d3d&fich=eb454490-3db5-410b-b9e0-1f8019143d35.doc&Inline=true,,"
      ","
      ","
      ",44194,PS,Requerimento de adiamento de Votação,G,Grupos Parlamentares,PS,7304,Comissão de Defesa Nacional,S,Aprovado,"Requerimento, apresentado pelo PS solicitando a baixa à Comissão de Comissão de Defesa Nacional, sem votação, do Projeto de Resolução n.º 113/XIV/1.ª (PS)",17,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,,A Favor,2019-12-12,,unanime,,,A Favor,,,,,2019,l14
88,85547,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Reforçando a proteção de advogados em matéria de parentalidade ou doença grave, alterando o Código do Processo Civil e o Código do Processo Penal",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d7a67314e444e6b4f4449745a544a69595330304e7a63334c57497a4d7a59744d54597a4f4755794f546c6b4e6d457a4c6d527659773d3d&fich=38543d82-e2ba-4777-b336-1638e299d6a3.doc&Inline=true,,"
      ","
      ","
      ",44122,PS,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,PS,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Aprovado,"Requerimento, apresentado pelo PS solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, sem votação, por 90 dias, do Projeto de Lei n.º 88/XIV/1.ª (PS)",17,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,,A Favor,2019-12-12,"
      ",unanime,,,A Favor,,,,,2019,l14
92,85620,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Reconhecimento do estatuto de vítima às crianças que testemunhem ou vivam em contexto de violência doméstica,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566b4f5445794e7a59744e7a45784e5330305a574d314c57457a4e325974596a55345a444a6c596a686c4e6a49784c6d527659773d3d&fich=fed91276-7115-4ec5-a37f-b58d2eb8e621.doc&Inline=true,,"
      ","
      ","
      ",44130,PAN,Votação na generalidade,G,Grupos Parlamentares,PAN,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Rejeitado,,17,RP,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,,,A Favor,2019-12-12,"
      ",,,,A Favor,,,,,2019,l14
116,85587,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Estabelece medidas de promoção do desenho ecológico e do aumento do ciclo de vida dos equipamentos eléctricos e electrónicos,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d5463345a6d526a597a49744d474d3459793030595449774c54677a4d5449744d6a526c4d6d45314d4445344d5455304c6d527659773d3d&fich=178fdcc2-0c8c-4a20-8312-24e2a5018154.doc&Inline=true,,"
      ","
      ","
      ",44176,PAN,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,PAN,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,"Requerimento, apresentado pelo PAN solicitando a baixa à Comissão de Economia, Inovação, Obras Públicas e Habitação, sem votação, por 60 dias, do Projeto de Lei n.º 116/XIV/1.ª (PAN)",17,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,,A Favor,2019-12-12,"
      ",unanime,,,A Favor,,,,,2019,l14
117,85551,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Alarga o acesso à naturalização às pessoas nascidas em território português após o dia 25 de Abril de 1974 e antes da entrada em vigor da Lei da Nacionalidade (procede à 9.ª alteração à Lei n.º 37/81, de 3 de Outubro)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a545935597a59784e6a41744d444e6d4f4330304e5751334c54686d4d4441745a6d5669596a4d774e7a4d324e546b334c6d527659773d3d&fich=e69c6160-03f8-45d7-8f00-febb30736597.doc&Inline=true,,"
      ","
      ","
      ",44179,PAN,Votação na generalidade,G,Grupos Parlamentares,PAN,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Aprovado,,17,RP,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,,,Contra,2019-12-12,"
      ",,,,A Favor,,,,,2019,l14
52,85592,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Privilegia o modelo de residência alternada sempre que tal corresponda ao superior interesse da criança, excepcionando-se o decretamento deste regime aos casos de abuso infantil, negligência e violência doméstica.",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e44426c4e6d55325a6a63744e4463335a533030596a41794c54677a4f5463744e474e6a4d6a45354f445577595759314c6d527659773d3d&fich=40e6e6f7-477e-4b02-8397-4cc219850af5.doc&Inline=true,,"
      ","
      ","
      ",44028,PAN,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,PAN,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Aprovado,"Requerimento, apresentado pelo PAN solicitando a baixa à Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, sem votação, por 60 dias, do Projeto de Lei n.º 52/XIV/1.ª (PAN)",17,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,,A Favor,2019-12-12,"
      ",unanime,,,A Favor,,,,,2019,l14
118,85584,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Alarga a aplicação do princípio do jus soli na Lei da Nacionalidade Portuguesa (Nona alteração à Lei n.º 37/81, de 3 de outubro, que aprova a Lei da Nacionalidade)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d575a6a4e7a4a6859574d74597a517a4d693030596a51324c574579593251744e47466d4e6d4d7a4e6a646d5932466b4c6d527659773d3d&fich=1fc72aac-c432-4b46-a2cd-4af6c367fcad.doc&Inline=true,,"
      ","
      ","
      ",44180,PCP,Votação na generalidade,G,Grupos Parlamentares,PCP,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Aprovado,,17,RP,Contra,Contra,A Favor,A Favor,Contra,A Favor,A Favor,Contra,,,Contra,2019-12-12,"
      ",,,,A Favor,,,,,2019,l14
